,Country,Energy_type,Year,Energy_consumption,Energy_production,GDP,Population,Energy_intensity_per_capita,Energy_intensity_by_GDP,CO2_emission,Region
15378,Bhutan,all_energy_types,1991,0.01,0.02,1.37,531.567,24.38,9.48,0.11,Asia
15379,Bhutan,coal,1991,0.0,0.0,1.37,531.567,24.38,9.48,0.04,Asia
15380,Bhutan,natural_gas,1991,0.0,0.0,1.37,531.567,24.38,9.48,0.0,Asia
15381,Bhutan,petroleum_n_other_liquids,1991,0.0,0.0,1.37,531.567,24.38,9.48,0.08,Asia
15383,Bhutan,renewables_n_other,1991,0.01,0.02,1.37,531.567,24.38,9.48,0.0,Asia
15384,Bolivia,all_energy_types,1991,0.09,0.17,29.62,7011.46,12.95,3.06,4.89,Latin America
15385,Bolivia,coal,1991,0.0,0.0,29.62,7011.46,12.95,3.06,0.0,Latin America
15386,Bolivia,natural_gas,1991,0.03,0.1,29.62,7011.46,12.95,3.06,1.59,Latin America
15387,Bolivia,petroleum_n_other_liquids,1991,0.05,0.05,29.62,7011.46,12.95,3.06,3.3,Latin America
15389,Bolivia,renewables_n_other,1991,0.01,0.01,29.62,7011.46,12.95,3.06,0.0,Latin America
15396,Botswana,all_energy_types,1991,0.03,0.02,11.86,1326.32,24.1,2.7,2.56,Africa
15397,Botswana,coal,1991,0.02,0.02,11.86,1326.32,24.1,2.7,1.66,Africa
15398,Botswana,natural_gas,1991,0.0,0.0,11.86,1326.32,24.1,2.7,0.0,Africa
15399,Botswana,petroleum_n_other_liquids,1991,0.01,0.0,11.86,1326.32,24.1,2.7,0.9,Africa
15401,Botswana,renewables_n_other,1991,0.0,0.0,11.86,1326.32,24.1,2.7,0.0,Africa
15402,Brazil,all_energy_types,1991,5.67,4.21,1548.73,151983.8,37.28,3.66,243.07,Latin America
15403,Brazil,coal,1991,0.43,0.08,1548.73,151983.8,37.28,3.66,40.02,Latin America
15404,Brazil,natural_gas,1991,0.14,0.14,1548.73,151983.8,37.28,3.66,6.05,Latin America
15405,Brazil,petroleum_n_other_liquids,1991,2.66,1.39,1548.73,151983.8,37.28,3.66,197.0,Latin America
15406,Brazil,nuclear,1991,0.01,0.01,1548.73,151983.8,37.28,3.66,0.0,Latin America
15407,Brazil,renewables_n_other,1991,2.42,2.58,1548.73,151983.8,37.28,3.66,0.0,Latin America
15408,British Virgin Islands,all_energy_types,1991,0.0,0.0,0.32,18.007,36.7,2.08,0.05,Western Europe
15409,British Virgin Islands,coal,1991,0.0,0.0,0.32,18.007,36.7,2.08,0.0,Western Europe
15410,British Virgin Islands,natural_gas,1991,0.0,0.0,0.32,18.007,36.7,2.08,0.0,Western Europe
15411,British Virgin Islands,petroleum_n_other_liquids,1991,0.0,0.0,0.32,18.007,36.7,2.08,0.05,Western Europe
15413,British Virgin Islands,renewables_n_other,1991,0.0,0.0,0.32,18.007,36.7,2.08,0.0,Western Europe
15414,Brunei,all_energy_types,1991,0.06,0.68,18.83,266.208,210.53,2.98,3.86,Asia
15415,Brunei,coal,1991,0.0,0.0,18.83,266.208,210.53,2.98,0.0,Asia
15416,Brunei,natural_gas,1991,0.03,0.32,18.83,266.208,210.53,2.98,2.96,Asia
15417,Brunei,petroleum_n_other_liquids,1991,0.02,0.36,18.83,266.208,210.53,2.98,0.9,Asia
15419,Brunei,renewables_n_other,1991,0.0,0.0,18.83,266.208,210.53,2.98,0.0,Asia
15420,Bulgaria,all_energy_types,1991,0.95,0.36,73.69,8623.143,109.92,12.86,79.09,Eastern Europe
15421,Bulgaria,coal,1991,0.33,0.2,73.69,8623.143,109.92,12.86,37.0,Eastern Europe
15422,Bulgaria,natural_gas,1991,0.18,0.0,73.69,8623.143,109.92,12.86,12.08,Eastern Europe
15423,Bulgaria,petroleum_n_other_liquids,1991,0.26,0.0,73.69,8623.143,109.92,12.86,30.0,Eastern Europe
15424,Bulgaria,nuclear,1991,0.14,0.14,73.69,8623.143,109.92,12.86,0.0,Eastern Europe
15425,Bulgaria,renewables_n_other,1991,0.04,0.03,73.69,8623.143,109.92,12.86,0.0,Eastern Europe
15426,Burkina Faso,all_energy_types,1991,0.01,0.0,8.8,9050.09,0.89,0.91,0.5,Africa
15427,Burkina Faso,coal,1991,0.0,0.0,8.8,9050.09,0.89,0.91,0.0,Africa
15428,Burkina Faso,natural_gas,1991,0.0,0.0,8.8,9050.09,0.89,0.91,0.0,Africa
15429,Burkina Faso,petroleum_n_other_liquids,1991,0.01,0.0,8.8,9050.09,0.89,0.91,0.5,Africa
15431,Burkina Faso,renewables_n_other,1991,0.0,0.0,8.8,9050.09,0.89,0.91,0.0,Africa
15432,Burma,all_energy_types,1991,0.08,0.09,28.73,41890.2,2.03,2.95,4.61,Asia
15433,Burma,coal,1991,0.0,0.0,28.73,41890.2,2.03,2.95,0.2,Asia
15434,Burma,natural_gas,1991,0.04,0.04,28.73,41890.2,2.03,2.95,2.11,Asia
15435,Burma,petroleum_n_other_liquids,1991,0.03,0.03,28.73,41890.2,2.03,2.95,2.3,Asia
15437,Burma,renewables_n_other,1991,0.01,0.01,28.73,41890.2,2.03,2.95,0.0,Asia
15438,Burundi,all_energy_types,1991,0.01,0.0,6.15,5564.92,1.1,1.0,0.3,Africa
15439,Burundi,coal,1991,0.0,0.0,6.15,5564.92,1.1,1.0,0.0,Africa
15440,Burundi,natural_gas,1991,0.0,0.0,6.15,5564.92,1.1,1.0,0.0,Africa
15441,Burundi,petroleum_n_other_liquids,1991,0.0,0.0,6.15,5564.92,1.1,1.0,0.3,Africa
15443,Burundi,renewables_n_other,1991,0.0,0.0,6.15,5564.92,1.1,1.0,0.0,Africa
15444,Cabo Verde,all_energy_types,1991,0.0,0.0,0.93,346.229,3.39,1.27,0.1,Africa
15445,Cabo Verde,coal,1991,0.0,0.0,0.93,346.229,3.39,1.27,0.0,Africa
15446,Cabo Verde,natural_gas,1991,0.0,0.0,0.93,346.229,3.39,1.27,0.0,Africa
15447,Cabo Verde,petroleum_n_other_liquids,1991,0.0,0.0,0.93,346.229,3.39,1.27,0.1,Africa
15449,Cabo Verde,renewables_n_other,1991,0.0,0.0,0.93,346.229,3.39,1.27,0.0,Africa
15450,Cambodia,all_energy_types,1991,0.01,0.0,15.1,9289.3,0.8,0.49,0.5,Asia
15451,Cambodia,coal,1991,0.0,0.0,15.1,9289.3,0.8,0.49,0.0,Asia
15452,Cambodia,natural_gas,1991,0.0,0.0,15.1,9289.3,0.8,0.49,0.0,Asia
15453,Cambodia,petroleum_n_other_liquids,1991,0.01,0.0,15.1,9289.3,0.8,0.49,0.5,Asia
15455,Cambodia,renewables_n_other,1991,0.0,0.0,15.1,9289.3,0.8,0.49,0.0,Asia
15456,Cameroon,all_energy_types,1991,0.08,0.36,34.43,12137.9,6.46,2.28,3.4,Africa
15457,Cameroon,coal,1991,0.0,0.0,34.43,12137.9,6.46,2.28,0.0,Africa
15458,Cameroon,natural_gas,1991,0.0,0.0,34.43,12137.9,6.46,2.28,0.0,Africa
15459,Cameroon,petroleum_n_other_liquids,1991,0.05,0.33,34.43,12137.9,6.46,2.28,3.4,Africa
15461,Cameroon,renewables_n_other,1991,0.03,0.03,34.43,12137.9,6.46,2.28,0.0,Africa
15462,Canada,all_energy_types,1991,10.76,13.69,880.84,28037.43,383.79,12.22,432.77,Canada
15463,Canada,coal,1991,0.99,1.51,880.84,28037.43,383.79,12.22,93.76,Canada
15464,Canada,natural_gas,1991,2.44,4.12,880.84,28037.43,383.79,12.22,127.91,Canada
15465,Canada,petroleum_n_other_liquids,1991,3.24,3.91,880.84,28037.43,383.79,12.22,211.1,Canada
15466,Canada,nuclear,1991,0.93,0.93,880.84,28037.43,383.79,12.22,0.0,Canada
15467,Canada,renewables_n_other,1991,3.17,3.23,880.84,28037.43,383.79,12.22,0.0,Canada
15468,Cayman Islands,all_energy_types,1991,0.0,0.0,1.54,26.54,154.53,2.66,0.3,Western Europe
15469,Cayman Islands,coal,1991,0.0,0.0,1.54,26.54,154.53,2.66,0.0,Western Europe
15470,Cayman Islands,natural_gas,1991,0.0,0.0,1.54,26.54,154.53,2.66,0.0,Western Europe
15471,Cayman Islands,petroleum_n_other_liquids,1991,0.0,0.0,1.54,26.54,154.53,2.66,0.3,Western Europe
15473,Cayman Islands,renewables_n_other,1991,0.0,0.0,1.54,26.54,154.53,2.66,0.0,Western Europe
15474,Central African Republic,all_energy_types,1991,0.0,0.0,3.43,2878.51,1.54,1.29,0.2,Africa
15475,Central African Republic,coal,1991,0.0,0.0,3.43,2878.51,1.54,1.29,0.0,Africa
15476,Central African Republic,natural_gas,1991,0.0,0.0,3.43,2878.51,1.54,1.29,0.0,Africa
15477,Central African Republic,petroleum_n_other_liquids,1991,0.0,0.0,3.43,2878.51,1.54,1.29,0.2,Africa
15479,Central African Republic,renewables_n_other,1991,0.0,0.0,3.43,2878.51,1.54,1.29,0.0,Africa
15480,Chad,all_energy_types,1991,0.0,0.0,6.74,6157.08,0.77,0.7,0.3,Africa
15481,Chad,coal,1991,0.0,0.0,6.74,6157.08,0.77,0.7,0.0,Africa
15482,Chad,natural_gas,1991,0.0,0.0,6.74,6157.08,0.77,0.7,0.0,Africa
15483,Chad,petroleum_n_other_liquids,1991,0.0,0.0,6.74,6157.08,0.77,0.7,0.3,Africa
15485,Chad,renewables_n_other,1991,0.0,0.0,6.74,6157.08,0.77,0.7,0.0,Africa
15486,Chile,all_energy_types,1991,0.57,0.29,126.92,13428.65,42.28,4.47,30.37,Latin America
15487,Chile,coal,1991,0.06,0.04,126.92,13428.65,42.28,4.47,6.93,Latin America
15488,Chile,natural_gas,1991,0.05,0.05,126.92,13428.65,42.28,4.47,3.5,Latin America
15489,Chile,petroleum_n_other_liquids,1991,0.31,0.05,126.92,13428.65,42.28,4.47,19.94,Latin America
15491,Chile,renewables_n_other,1991,0.15,0.15,126.92,13428.65,42.28,4.47,0.0,Latin America
15492,China,all_energy_types,1991,28.72,32.13,1817.08,1194030.0,24.06,15.81,2417.24,Asia
15493,China,coal,1991,21.75,24.15,1817.08,1194030.0,24.06,15.81,2052.05,Asia
15494,China,natural_gas,1991,0.59,0.61,1817.08,1194030.0,24.06,15.81,30.19,Asia
15495,China,petroleum_n_other_liquids,1991,5.11,6.08,1817.08,1194030.0,24.06,15.81,335.0,Asia
15497,China,renewables_n_other,1991,1.27,1.29,1817.08,1194030.0,24.06,15.81,0.0,Asia
15498,Colombia,all_energy_types,1991,0.95,1.87,266.87,33758.3,28.24,3.57,45.64,Latin America
15499,Colombia,coal,1991,0.12,0.51,266.87,33758.3,28.24,3.57,11.8,Latin America
15500,Colombia,natural_gas,1991,0.14,0.14,266.87,33758.3,28.24,3.57,7.44,Latin America
15501,Colombia,petroleum_n_other_liquids,1991,0.4,0.93,266.87,33758.3,28.24,3.57,26.4,Latin America
15503,Colombia,renewables_n_other,1991,0.29,0.29,266.87,33758.3,28.24,3.57,0.0,Latin America
15504,Comoros,all_energy_types,1991,0.0,0.0,1.09,423.873,2.07,0.8,0.07,Arab contries
15505,Comoros,coal,1991,0.0,0.0,1.09,423.873,2.07,0.8,0.0,Arab contries
15506,Comoros,natural_gas,1991,0.0,0.0,1.09,423.873,2.07,0.8,0.0,Arab contries
15507,Comoros,petroleum_n_other_liquids,1991,0.0,0.0,1.09,423.873,2.07,0.8,0.07,Arab contries
15509,Comoros,renewables_n_other,1991,0.0,0.0,1.09,423.873,2.07,0.8,0.0,Arab contries
15510,Congo-Brazzaville,all_energy_types,1991,0.02,0.33,10.42,2422.31,7.27,1.69,1.0,Africa
15511,Congo-Brazzaville,coal,1991,0.0,0.0,10.42,2422.31,7.27,1.69,0.0,Africa
15512,Congo-Brazzaville,natural_gas,1991,0.0,0.0,10.42,2422.31,7.27,1.69,0.0,Africa
15513,Congo-Brazzaville,petroleum_n_other_liquids,1991,0.01,0.33,10.42,2422.31,7.27,1.69,1.0,Africa
15515,Congo-Brazzaville,renewables_n_other,1991,0.01,0.0,10.42,2422.31,7.27,1.69,0.0,Africa
15516,Congo-Kinshasa,all_energy_types,1991,0.1,0.11,49.03,35908.2,2.75,2.01,3.62,Africa
15517,Congo-Kinshasa,coal,1991,0.0,0.0,49.03,35908.2,2.75,2.01,0.62,Africa
15518,Congo-Kinshasa,natural_gas,1991,0.0,0.0,49.03,35908.2,2.75,2.01,0.0,Africa
15519,Congo-Kinshasa,petroleum_n_other_liquids,1991,0.04,0.06,49.03,35908.2,2.75,2.01,3.0,Africa
15521,Congo-Kinshasa,renewables_n_other,1991,0.05,0.05,49.03,35908.2,2.75,2.01,0.0,Africa
15528,Costa Rica,all_energy_types,1991,0.08,0.04,28.29,3202.08,24.77,2.8,2.69,Latin America
15529,Costa Rica,coal,1991,0.0,0.0,28.29,3202.08,24.77,2.8,0.0,Latin America
15530,Costa Rica,natural_gas,1991,0.0,0.0,28.29,3202.08,24.77,2.8,0.0,Latin America
15531,Costa Rica,petroleum_n_other_liquids,1991,0.04,0.0,28.29,3202.08,24.77,2.8,2.69,Latin America
15533,Costa Rica,renewables_n_other,1991,0.04,0.04,28.29,3202.08,24.77,2.8,0.0,Latin America
15540,Cuba,all_energy_types,1991,0.46,0.05,77.12,10673.5,43.34,6.0,35.56,Latin America
15541,Cuba,coal,1991,0.0,0.0,77.12,10673.5,43.34,6.0,0.5,Latin America
15542,Cuba,natural_gas,1991,0.0,0.0,77.12,10673.5,43.34,6.0,0.06,Latin America
15543,Cuba,petroleum_n_other_liquids,1991,0.44,0.04,77.12,10673.5,43.34,6.0,35.0,Latin America
15545,Cuba,renewables_n_other,1991,0.02,0.02,77.12,10673.5,43.34,6.0,0.0,Latin America
15558,Côte d’Ivoire,all_energy_types,1991,0.07,0.02,55.8,12362.4,5.3,1.17,4.6,Africa
15559,Côte d’Ivoire,coal,1991,0.0,0.0,55.8,12362.4,5.3,1.17,0.0,Africa
15560,Côte d’Ivoire,natural_gas,1991,0.0,0.0,55.8,12362.4,5.3,1.17,0.0,Africa
15561,Côte d’Ivoire,petroleum_n_other_liquids,1991,0.05,0.0,55.8,12362.4,5.3,1.17,4.6,Africa
15563,Côte d’Ivoire,renewables_n_other,1991,0.01,0.01,55.8,12362.4,5.3,1.17,0.0,Africa
15564,Denmark,all_energy_types,1991,0.82,0.46,188.66,5156.255,158.59,4.33,54.68,Western Europe
15565,Denmark,coal,1991,0.31,0.0,188.66,5156.255,158.59,4.33,21.84,Western Europe
15566,Denmark,natural_gas,1991,0.09,0.15,188.66,5156.255,158.59,4.33,4.22,Western Europe
15567,Denmark,petroleum_n_other_liquids,1991,0.41,0.3,188.66,5156.255,158.59,4.33,28.62,Western Europe
15569,Denmark,renewables_n_other,1991,0.01,0.01,188.66,5156.255,158.59,4.33,0.0,Western Europe
15570,Djibouti,all_energy_types,1991,0.02,0.0,2.62,598.391,39.24,8.96,1.7,Arab contries
15571,Djibouti,coal,1991,0.0,0.0,2.62,598.391,39.24,8.96,0.0,Arab contries
15572,Djibouti,natural_gas,1991,0.0,0.0,2.62,598.391,39.24,8.96,0.0,Arab contries
15573,Djibouti,petroleum_n_other_liquids,1991,0.02,0.0,2.62,598.391,39.24,8.96,1.7,Arab contries
15575,Djibouti,renewables_n_other,1991,0.0,0.0,2.62,598.391,39.24,8.96,0.0,Arab contries
15576,Dominica,all_energy_types,1991,0.0,0.0,0.52,70.377,12.74,1.72,0.06,Latin America
15577,Dominica,coal,1991,0.0,0.0,0.52,70.377,12.74,1.72,0.0,Latin America
15578,Dominica,natural_gas,1991,0.0,0.0,0.52,70.377,12.74,1.72,0.0,Latin America
15579,Dominica,petroleum_n_other_liquids,1991,0.0,0.0,0.52,70.377,12.74,1.72,0.06,Latin America
15581,Dominica,renewables_n_other,1991,0.0,0.0,0.52,70.377,12.74,1.72,0.0,Latin America
15582,Dominican Republic,all_energy_types,1991,0.13,0.01,41.42,7270.41,18.44,3.24,9.04,Latin America
15583,Dominican Republic,coal,1991,0.0,0.0,41.42,7270.41,18.44,3.24,0.04,Latin America
15584,Dominican Republic,natural_gas,1991,0.0,0.0,41.42,7270.41,18.44,3.24,0.0,Latin America
15585,Dominican Republic,petroleum_n_other_liquids,1991,0.13,0.0,41.42,7270.41,18.44,3.24,9.0,Latin America
15587,Dominican Republic,renewables_n_other,1991,0.01,0.01,41.42,7270.41,18.44,3.24,0.0,Latin America
15588,Ecuador,all_energy_types,1991,0.27,0.71,82.79,10472.5,25.39,3.21,14.28,Latin America
15589,Ecuador,coal,1991,0.0,0.0,82.79,10472.5,25.39,3.21,0.0,Latin America
15590,Ecuador,natural_gas,1991,0.0,0.0,82.79,10472.5,25.39,3.21,0.28,Latin America
15591,Ecuador,petroleum_n_other_liquids,1991,0.21,0.66,82.79,10472.5,25.39,3.21,14.0,Latin America
15593,Ecuador,renewables_n_other,1991,0.05,0.05,82.79,10472.5,25.39,3.21,0.0,Latin America
15594,Egypt,all_energy_types,1991,1.42,2.4,377.96,57424.6,24.79,3.77,89.51,Arab contries
15595,Egypt,coal,1991,0.03,0.0,377.96,57424.6,24.79,3.77,2.62,Arab contries
15596,Egypt,natural_gas,1991,0.34,0.34,377.96,57424.6,24.79,3.77,15.89,Arab contries
15597,Egypt,petroleum_n_other_liquids,1991,0.97,1.97,377.96,57424.6,24.79,3.77,71.0,Arab contries
15599,Egypt,renewables_n_other,1991,0.09,0.09,377.96,57424.6,24.79,3.77,0.0,Arab contries
15600,El Salvador,all_energy_types,1991,0.05,0.01,26.39,5342.19,9.92,2.01,2.4,Latin America
15601,El Salvador,coal,1991,0.0,0.0,26.39,5342.19,9.92,2.01,0.0,Latin America
15602,El Salvador,natural_gas,1991,0.0,0.0,26.39,5342.19,9.92,2.01,0.0,Latin America
15603,El Salvador,petroleum_n_other_liquids,1991,0.04,0.0,26.39,5342.19,9.92,2.01,2.4,Latin America
15605,El Salvador,renewables_n_other,1991,0.01,0.01,26.39,5342.19,9.92,2.01,0.0,Latin America
15606,Equatorial Guinea,all_energy_types,1991,0.0,0.0,0.37,432.844,4.01,4.74,0.1,Africa
15607,Equatorial Guinea,coal,1991,0.0,0.0,0.37,432.844,4.01,4.74,0.0,Africa
15608,Equatorial Guinea,natural_gas,1991,0.0,0.0,0.37,432.844,4.01,4.74,0.0,Africa
15609,Equatorial Guinea,petroleum_n_other_liquids,1991,0.0,0.0,0.37,432.844,4.01,4.74,0.1,Africa
15611,Equatorial Guinea,renewables_n_other,1991,0.0,0.0,0.37,432.844,4.01,4.74,0.0,Africa
15624,Eswatini,all_energy_types,1991,0.01,0.01,4.53,845.267,14.24,2.66,0.75,Africa
15625,Eswatini,coal,1991,0.0,0.0,4.53,845.267,14.24,2.66,0.35,Africa
15626,Eswatini,natural_gas,1991,0.0,0.0,4.53,845.267,14.24,2.66,0.0,Africa
15627,Eswatini,petroleum_n_other_liquids,1991,0.01,0.0,4.53,845.267,14.24,2.66,0.4,Africa
15629,Eswatini,renewables_n_other,1991,0.0,0.0,4.53,845.267,14.24,2.66,0.0,Africa
15630,Ethiopia,all_energy_types,1991,0.05,0.01,31.13,49610.0,0.92,1.47,3.0,Africa
15631,Ethiopia,coal,1991,0.0,0.0,31.13,49610.0,0.92,1.47,0.0,Africa
15632,Ethiopia,natural_gas,1991,0.0,0.0,31.13,49610.0,0.92,1.47,0.0,Africa
15633,Ethiopia,petroleum_n_other_liquids,1991,0.03,0.0,31.13,49610.0,0.92,1.47,3.0,Africa
15635,Ethiopia,renewables_n_other,1991,0.01,0.01,31.13,49610.0,0.92,1.47,0.0,Africa
15648,Fiji,all_energy_types,1991,0.02,0.0,5.02,735.398,22.01,3.23,1.03,Oceania
15649,Fiji,coal,1991,0.0,0.0,5.02,735.398,22.01,3.23,0.03,Oceania
15650,Fiji,natural_gas,1991,0.0,0.0,5.02,735.398,22.01,3.23,0.0,Oceania
15651,Fiji,petroleum_n_other_liquids,1991,0.01,0.0,5.02,735.398,22.01,3.23,1.0,Oceania
15653,Fiji,renewables_n_other,1991,0.0,0.0,5.02,735.398,22.01,3.23,0.0,Oceania
15654,Finland,all_energy_types,1991,1.14,0.38,145.87,5017.555,228.17,7.85,52.72,Western Europe
15655,Finland,coal,1991,0.14,0.0,145.87,5017.555,228.17,7.85,16.09,Western Europe
15656,Finland,natural_gas,1991,0.1,0.0,145.87,5017.555,228.17,7.85,5.12,Western Europe
15657,Finland,petroleum_n_other_liquids,1991,0.48,0.0,145.87,5017.555,228.17,7.85,31.52,Western Europe
15658,Finland,nuclear,1991,0.19,0.19,145.87,5017.555,228.17,7.85,0.0,Western Europe
15659,Finland,renewables_n_other,1991,0.23,0.19,145.87,5017.555,228.17,7.85,0.0,Western Europe
15684,France,all_energy_types,1991,9.85,4.47,1871.28,58495.58,168.31,5.26,384.68,Western Europe
15685,France,coal,1991,0.91,0.31,1871.28,58495.58,168.31,5.26,83.14,Western Europe
15686,France,natural_gas,1991,1.23,0.13,1871.28,58495.58,168.31,5.26,57.71,Western Europe
15687,France,petroleum_n_other_liquids,1991,3.99,0.14,1871.28,58495.58,168.31,5.26,243.83,Western Europe
15688,France,nuclear,1991,3.28,3.28,1871.28,58495.58,168.31,5.26,0.0,Western Europe
15689,France,renewables_n_other,1991,0.44,0.61,1871.28,58495.58,168.31,5.26,0.0,Western Europe
15702,Gabon,all_energy_types,1991,0.04,0.64,17.36,975.785,45.46,2.56,2.57,Africa
15703,Gabon,coal,1991,0.0,0.0,17.36,975.785,45.46,2.56,0.0,Africa
15704,Gabon,natural_gas,1991,0.0,0.0,17.36,975.785,45.46,2.56,0.17,Africa
15705,Gabon,petroleum_n_other_liquids,1991,0.03,0.63,17.36,975.785,45.46,2.56,2.4,Africa
15707,Gabon,renewables_n_other,1991,0.01,0.01,17.36,975.785,45.46,2.56,0.0,Africa
15708,"Gambia, The",all_energy_types,1991,0.0,0.0,2.23,992.671,2.69,1.2,0.2,Africa
15709,"Gambia, The",coal,1991,0.0,0.0,2.23,992.671,2.69,1.2,0.0,Africa
15710,"Gambia, The",natural_gas,1991,0.0,0.0,2.23,992.671,2.69,1.2,0.0,Africa
15711,"Gambia, The",petroleum_n_other_liquids,1991,0.0,0.0,2.23,992.671,2.69,1.2,0.2,Africa
15713,"Gambia, The",renewables_n_other,1991,0.0,0.0,2.23,992.671,2.69,1.2,0.0,Africa
15724,Germany,nuclear,1991,1.43,1.43,2863.71,79890.7,187.23,5.22,0.0,Western Europe
15725,Germany,renewables_n_other,1991,0.2,0.22,2863.71,79890.7,187.23,5.22,0.0,Western Europe
15738,Ghana,all_energy_types,1991,0.1,0.06,40.64,15207.35,6.84,2.56,3.0,Africa
15739,Ghana,coal,1991,0.0,0.0,40.64,15207.35,6.84,2.56,0.0,Africa
15740,Ghana,natural_gas,1991,0.0,0.0,40.64,15207.35,6.84,2.56,0.0,Africa
15741,Ghana,petroleum_n_other_liquids,1991,0.04,0.0,40.64,15207.35,6.84,2.56,3.0,Africa
15743,Ghana,renewables_n_other,1991,0.06,0.06,40.64,15207.35,6.84,2.56,0.0,Africa
15750,Greece,all_energy_types,1991,1.01,0.35,242.01,10331.72,97.82,4.18,77.35,Western Europe
15751,Greece,coal,1991,0.3,0.27,242.01,10331.72,97.82,4.18,29.39,Western Europe
15752,Greece,natural_gas,1991,0.01,0.01,242.01,10331.72,97.82,4.18,0.3,Western Europe
15753,Greece,petroleum_n_other_liquids,1991,0.67,0.04,242.01,10331.72,97.82,4.18,47.66,Western Europe
15755,Greece,renewables_n_other,1991,0.04,0.03,242.01,10331.72,97.82,4.18,0.0,Western Europe
15762,Grenada,all_energy_types,1991,0.0,0.0,0.8,96.462,18.59,2.25,0.1,Latin America
15763,Grenada,coal,1991,0.0,0.0,0.8,96.462,18.59,2.25,0.0,Latin America
15764,Grenada,natural_gas,1991,0.0,0.0,0.8,96.462,18.59,2.25,0.0,Latin America
15765,Grenada,petroleum_n_other_liquids,1991,0.0,0.0,0.8,96.462,18.59,2.25,0.1,Latin America
15767,Grenada,renewables_n_other,1991,0.0,0.0,0.8,96.462,18.59,2.25,0.0,Latin America
15768,Guadeloupe,all_energy_types,1991,0.02,0.0,3.5,394.615,54.32,6.12,1.4,Western Europe
15769,Guadeloupe,coal,1991,0.0,0.0,3.5,394.615,54.32,6.12,0.0,Western Europe
15770,Guadeloupe,natural_gas,1991,0.0,0.0,3.5,394.615,54.32,6.12,0.0,Western Europe
15771,Guadeloupe,petroleum_n_other_liquids,1991,0.02,0.0,3.5,394.615,54.32,6.12,1.4,Western Europe
15773,Guadeloupe,renewables_n_other,1991,0.0,0.0,3.5,394.615,54.32,6.12,0.0,Western Europe
15780,Guatemala,all_energy_types,1991,0.08,0.04,54.71,9483.27,8.2,1.42,3.8,Latin America
15781,Guatemala,coal,1991,0.0,0.0,54.71,9483.27,8.2,1.42,0.0,Latin America
15782,Guatemala,natural_gas,1991,0.0,0.0,54.71,9483.27,8.2,1.42,0.0,Latin America
15783,Guatemala,petroleum_n_other_liquids,1991,0.05,0.01,54.71,9483.27,8.2,1.42,3.8,Latin America
15785,Guatemala,renewables_n_other,1991,0.03,0.03,54.71,9483.27,8.2,1.42,0.0,Latin America
15786,Guinea,all_energy_types,1991,0.02,0.0,8.56,6534.94,2.63,2.01,1.5,Africa
15787,Guinea,coal,1991,0.0,0.0,8.56,6534.94,2.63,2.01,0.0,Africa
15788,Guinea,natural_gas,1991,0.0,0.0,8.56,6534.94,2.63,2.01,0.0,Africa
15789,Guinea,petroleum_n_other_liquids,1991,0.02,0.0,8.56,6534.94,2.63,2.01,1.5,Africa
15791,Guinea,renewables_n_other,1991,0.0,0.0,8.56,6534.94,2.63,2.01,0.0,Africa
15792,Guinea-Bissau,all_energy_types,1991,0.0,0.0,1.99,997.982,3.87,1.94,0.3,Africa
15793,Guinea-Bissau,coal,1991,0.0,0.0,1.99,997.982,3.87,1.94,0.0,Africa
15794,Guinea-Bissau,natural_gas,1991,0.0,0.0,1.99,997.982,3.87,1.94,0.0,Africa
15795,Guinea-Bissau,petroleum_n_other_liquids,1991,0.0,0.0,1.99,997.982,3.87,1.94,0.3,Africa
15797,Guinea-Bissau,renewables_n_other,1991,0.0,0.0,1.99,997.982,3.87,1.94,0.0,Africa
15798,Guyana,all_energy_types,1991,0.01,0.0,2.3,744.477,14.73,4.77,0.7,Latin America
15799,Guyana,coal,1991,0.0,0.0,2.3,744.477,14.73,4.77,0.0,Latin America
15800,Guyana,natural_gas,1991,0.0,0.0,2.3,744.477,14.73,4.77,0.0,Latin America
15801,Guyana,petroleum_n_other_liquids,1991,0.01,0.0,2.3,744.477,14.73,4.77,0.7,Latin America
15803,Guyana,renewables_n_other,1991,0.0,0.0,2.3,744.477,14.73,4.77,0.0,Latin America
15804,Haiti,all_energy_types,1991,0.01,0.0,25.06,7178.61,1.98,0.57,0.73,Latin America
15805,Haiti,coal,1991,0.0,0.0,25.06,7178.61,1.98,0.57,0.03,Latin America
